word,up_count,down_count,total,up1,down1,p_score,polarity
효용/NNG,6.0,9.0,15.0,7.0,10.0,0.456988154567849,Dovish
기울여야/VV,31.0,32.0,63.0,32.0,33.0,0.6330571838169338,Dovish
어긋나/VV,12.0,3.0,15.0,13.0,4.0,2.121730717636442,Hawikish
경기/NNG;선행/NNG;지수/NNG;하락/NNG,16.0,3.0,19.0,17.0,4.0,2.774570938447655,Hawikish
강달러/NNG;압력/NNG,13.0,4.0,17.0,14.0,5.0,1.827952618271396,Hawikish
특판/NNG,25.0,12.0,37.0,26.0,13.0,1.305680441622426,Hawikish
공급/NNG;흡수/NNG,47.0,21.0,68.0,48.0,22.0,1.4243786635881008,Hawikish
밑돈/NNG,21.0,8.0,29.0,22.0,9.0,1.595831650871854,Hawikish
질의/NNG,19.0,21.0,40.0,20.0,22.0,0.5934911098283754,Dovish
변동사항/NNG,33.0,14.0,47.0,34.0,15.0,1.4797711671720828,Hawikish
집행위원회/NNG,12.0,11.0,23.0,13.0,12.0,0.7072435725454808,Dovish
자재/NNG,36.0,12.0,48.0,37.0,13.0,1.85808370538576,Hawikish
fed/NNG;통화정책/NNG;불확실성/NNG,24.0,10.0,34.0,25.0,11.0,1.4837277745709385,Hawikish
향배/NNG,8.0,8.0,16.0,9.0,9.0,0.652840220811213,Dovish
열풍/NNG,39.0,14.0,53.0,40.0,15.0,1.7409072554965679,Hawikish
개미/NNG,54.0,21.0,75.0,55.0,22.0,1.632100552028032,Hawikish
내각/NNG,6.0,9.0,15.0,7.0,10.0,0.456988154567849,Dovish
등/NNG,67.0,63.0,130.0,68.0,64.0,0.6936427346119137,Dovish
이루어져/VV,8.0,10.0,18.0,9.0,11.0,0.5341419988455378,Dovish
회부/NNG,11.0,5.0,16.0,12.0,6.0,1.3056804416224257,Hawikish
지방은행/NNG,39.0,34.0,73.0,40.0,35.0,0.7461031094985291,Dovish
목소리/NNG,161.0,63.0,224.0,162.0,64.0,1.652501808928383,Hawikish
변했/VV,22.0,8.0,30.0,23.0,9.0,1.668369453184211,Hawikish
버리/VV,19.0,6.0,25.0,20.0,7.0,1.8652577737463225,Hawikish
지도부/NNG,13.0,17.0,30.0,14.0,18.0,0.507764616186499,Dovish
인하/NNG;인상/NNG,25.0,5.0,30.0,26.0,6.0,2.828974290181923,Hawikish
자본축적/NNG,8.0,8.0,16.0,9.0,9.0,0.652840220811213,Dovish
해선/XSV,5.0,18.0,23.0,6.0,19.0,0.20616006972985668,Dovish
경기/NNG;침체/NNG;우려/NNG;확대/NNG,20.0,3.0,23.0,21.0,4.0,3.427411159258868,Hawikish
불러일으킬/VV,7.0,10.0,17.0,8.0,11.0,0.4747928878627003,Dovish
하락/NNG;위험/NNG,5.0,11.0,16.0,6.0,12.0,0.3264201104056064,Dovish
잠재력/NNG,56.0,58.0,114.0,57.0,59.0,0.6307100438345616,Dovish
강건/NNG,10.0,20.0,30.0,11.0,21.0,0.34196392518682583,Dovish
짜/VV,13.0,6.0,19.0,14.0,7.0,1.305680441622426,Hawikish
경기/NNG;과열/NNG,19.0,7.0,26.0,20.0,8.0,1.6321005520280323,Hawikish
물가/NNG;상승/NNG;압력/NNG;높/VA,25.0,12.0,37.0,26.0,13.0,1.305680441622426,Hawikish
발행기업/NNG,31.0,31.0,62.0,32.0,32.0,0.652840220811213,Dovish
언제든지/MAG,13.0,5.0,18.0,14.0,6.0,1.523293848559497,Hawikish
발동/NNG,22.0,5.0,27.0,23.0,6.0,2.5025541797763164,Hawikish
식료/NNG,9.0,9.0,18.0,10.0,10.0,0.6528402208112128,Dovish
무형자산/NNG,5.0,12.0,17.0,6.0,13.0,0.3013108711436367,Dovish
빨간불/NNG,12.0,5.0,17.0,13.0,6.0,1.4144871450909615,Hawikish
上/NNG,12.0,12.0,24.0,13.0,13.0,0.652840220811213,Dovish
판매/NNG;호조/NNG,9.0,10.0,19.0,10.0,11.0,0.5934911098283754,Dovish
잠재/NNG;성장률/NNG;하회/NNG,24.0,8.0,32.0,25.0,9.0,1.813445057808925,Hawikish
윤/NNG,30.0,34.0,64.0,31.0,35.0,0.57822990986136,Dovish
수소/NNG,32.0,15.0,47.0,33.0,16.0,1.3464829554231266,Hawikish
가계/NNG;부채/NNG;부담/NNG,7.0,16.0,23.0,8.0,17.0,0.30721892744057083,Dovish
회의실/NNG,3.0,13.0,16.0,4.0,14.0,0.18652577737463227,Dovish
물가/NNG;하락/NNG;압력/NNG,7.0,12.0,19.0,8.0,13.0,0.40174782819151567,Dovish
지하철/NNG,11.0,10.0,21.0,12.0,11.0,0.7121893317940504,Dovish
정치/NNG;위험/NNG,4.0,13.0,17.0,5.0,14.0,0.23315722171829031,Dovish
통영/NNG,18.0,3.0,21.0,19.0,4.0,3.1009910488532615,Hawikish
토/NNG,112.0,35.0,147.0,113.0,36.0,2.049192915324085,Hawikish
야권/NNG,20.0,6.0,26.0,21.0,7.0,1.9585206624336389,Hawikish
재무레버리지/NNG,8.0,8.0,16.0,9.0,9.0,0.652840220811213,Dovish
대출/NNG;수요/NNG;증가/NNG,18.0,6.0,24.0,19.0,7.0,1.7719948850590066,Hawikish
국무회의/NNG,7.0,9.0,16.0,8.0,10.0,0.5222721766489703,Dovish
성장/NNG;하방/NNG;위험/NNG;확대/NNG,12.0,5.0,17.0,13.0,6.0,1.4144871450909615,Hawikish
매출/NNG;성장/NNG,16.0,5.0,21.0,17.0,6.0,1.8497139589651033,Hawikish
펼치/VV,53.0,72.0,125.0,54.0,73.0,0.48292290306582875,Dovish
적순/NNG,15.0,24.0,39.0,16.0,25.0,0.41781774131917626,Dovish
새해/NNG,20.0,22.0,42.0,21.0,23.0,0.596071505958064,Dovish
순항/NNG,12.0,11.0,23.0,13.0,12.0,0.7072435725454808,Dovish
보좌관/NNG,8.0,7.0,15.0,9.0,8.0,0.7344452484126146,Dovish
제도개선/NNG,25.0,32.0,57.0,26.0,33.0,0.5143589618512587,Dovish
분명/NNG,11.0,4.0,15.0,12.0,5.0,1.5668165299469108,Hawikish
유동성/NNG;위축/NNG,18.0,8.0,26.0,19.0,9.0,1.378218243934783,Hawikish
찍/VV,209.0,84.0,293.0,210.0,85.0,1.6128993690629967,Hawikish
소위/NNG,26.0,28.0,54.0,27.0,29.0,0.6078167573069914,Dovish
대대/NNG,29.0,25.0,54.0,30.0,26.0,0.7532771778590919,Dovish
연방기관채/NNG,26.0,10.0,36.0,27.0,11.0,1.6024259965366134,Hawikish
닫/VV,23.0,5.0,28.0,24.0,6.0,2.6113608832448514,Hawikish
패스/NNG,13.0,4.0,17.0,14.0,5.0,1.827952618271396,Hawikish
경매/NNG,36.0,16.0,52.0,37.0,17.0,1.4208875394126401,Hawikish
소비/NNG;심리/NNG;개선/NNG,11.0,20.0,31.0,12.0,21.0,0.3730515547492645,Dovish
답했/VV,14.0,18.0,32.0,15.0,19.0,0.5154001743246418,Dovish
난해/NNG,16.0,19.0,35.0,17.0,20.0,0.5549141876895309,Dovish
글로벌/NNG;국채/NNG;금리/NNG;상승/NNG,27.0,12.0,39.0,28.0,13.0,1.4061173986703048,Hawikish
논거/NNG,17.0,17.0,34.0,18.0,18.0,0.652840220811213,Dovish
원화/NNG;강세/NNG,20.0,24.0,44.0,21.0,25.0,0.5483857854814189,Dovish
오버슈팅/NNG,28.0,33.0,61.0,29.0,34.0,0.5568343059860346,Dovish
상고하저/NNG,27.0,12.0,39.0,28.0,13.0,1.4061173986703048,Hawikish
만나/VV,60.0,55.0,115.0,61.0,56.0,0.7111295262407855,Dovish
의향/NNG,16.0,3.0,19.0,17.0,4.0,2.774570938447655,Hawikish
경제주체/NNG;심리/NNG;위축/NNG,6.0,13.0,19.0,7.0,14.0,0.3264201104056065,Dovish
성실/NNG,33.0,16.0,49.0,34.0,17.0,1.305680441622426,Hawikish
소폭/MAG;완화/NNG,6.0,12.0,18.0,7.0,13.0,0.3515293496675762,Dovish
존재감/NNG,15.0,4.0,19.0,16.0,5.0,2.089088706595881,Hawikish
전고점/NNG,62.0,20.0,82.0,63.0,21.0,1.9585206624336389,Hawikish
착륙/NNG,12.0,5.0,17.0,13.0,6.0,1.4144871450909615,Hawikish
한지/NNG,14.0,5.0,19.0,15.0,6.0,1.6321005520280323,Hawikish
고용자/NNG,17.0,8.0,25.0,18.0,9.0,1.305680441622426,Hawikish
세미나/NNG,38.0,7.0,45.0,39.0,8.0,3.1825960764546632,Hawikish
삶/NNG,11.0,10.0,21.0,12.0,11.0,0.7121893317940504,Dovish
녹색경제/NNG,13.0,6.0,19.0,14.0,7.0,1.305680441622426,Hawikish
재매입/NNG,12.0,3.0,15.0,13.0,4.0,2.121730717636442,Hawikish
시행령/NNG,19.0,6.0,25.0,20.0,7.0,1.8652577737463225,Hawikish
민첩/NNG,13.0,2.0,15.0,14.0,3.0,3.046587697118994,Hawikish
고르/VV,25.0,11.0,36.0,26.0,12.0,1.4144871450909615,Hawikish
부지/NNG,41.0,5.0,46.0,42.0,6.0,4.5698815456784905,Hawikish
통화정책/NNG;불확실성/NNG,31.0,10.0,41.0,32.0,11.0,1.8991715514508012,Hawikish
예상/NNG;금리/NNG;인상/NNG,25.0,10.0,35.0,26.0,11.0,1.543076885553776,Hawikish
가져/VV,9.0,8.0,17.0,10.0,9.0,0.7253780231235699,Dovish
이직률/NNG,14.0,3.0,17.0,15.0,4.0,2.4481508280420488,Hawikish
상승률/NNG;하락/NNG,13.0,4.0,17.0,14.0,5.0,1.827952618271396,Hawikish
담보물/NNG,5.0,14.0,19.0,6.0,15.0,0.26113608832448515,Dovish
일수/NNG,6.0,9.0,15.0,7.0,10.0,0.456988154567849,Dovish
강하/VA;긴축/NNG,37.0,13.0,50.0,38.0,14.0,1.7719948850590066,Hawikish
신용등급/NNG;부정적/VAX,13.0,6.0,19.0,14.0,7.0,1.305680441622426,Hawikish
감행/NNG,27.0,7.0,34.0,28.0,8.0,2.2849407728392457,Hawikish
성장/NNG;둔화/NNG;우려/NNG,16.0,6.0,22.0,17.0,7.0,1.5854691076843743,Hawikish
참여금액/NNG,98.0,104.0,202.0,99.0,105.0,0.6155350653362864,Dovish
역풍/NNG,27.0,12.0,39.0,28.0,13.0,1.4061173986703048,Hawikish
물가/NNG;급등/NNG,22.0,10.0,32.0,23.0,11.0,1.3650295526052634,Hawikish
주된/VV,49.0,46.0,95.0,50.0,47.0,0.694510873203418,Dovish
물가/NNG;떨어/VV,13.0,5.0,18.0,14.0,6.0,1.523293848559497,Hawikish
내외/NNG;금리갭/NNG;축소/NNG,17.0,17.0,34.0,18.0,18.0,0.652840220811213,Dovish
최다/NNG,19.0,8.0,27.0,20.0,9.0,1.4507560462471398,Hawikish
섰/VV,9.0,10.0,19.0,10.0,11.0,0.5934911098283754,Dovish
진화/NNG,36.0,31.0,67.0,37.0,32.0,0.754846505312965,Dovish
불법/NNG,200.0,95.0,295.0,201.0,96.0,1.366884212323477,Hawikish
장기물/NNG;강세/NNG,6.0,10.0,16.0,7.0,11.0,0.4154437768798628,Dovish
부동자금/NNG,7.0,8.0,15.0,8.0,9.0,0.580302418498856,Dovish
촉구/NNG,44.0,20.0,64.0,45.0,21.0,1.3989433303097418,Hawikish
염두/NNG,143.0,123.0,266.0,144.0,124.0,0.7581370306194731,Dovish
증세/NNG,22.0,22.0,44.0,23.0,23.0,0.652840220811213,Dovish
껑충/MAG,7.0,8.0,15.0,8.0,9.0,0.580302418498856,Dovish
비교우위/NNG,7.0,9.0,16.0,8.0,10.0,0.5222721766489703,Dovish
금융시장/NNG;안정/NNG,46.0,50.0,96.0,47.0,51.0,0.6016370662377845,Dovish
향한/VV,47.0,19.0,66.0,48.0,20.0,1.5668165299469108,Hawikish
사업장/NNG,130.0,62.0,192.0,131.0,63.0,1.3574931575598237,Hawikish
채권시장/NNG;혼조/NNG,25.0,26.0,51.0,26.0,27.0,0.6286609533737607,Dovish
전향/NNG,10.0,12.0,22.0,11.0,13.0,0.552403263763334,Dovish
할지/XSV,74.0,34.0,108.0,75.0,35.0,1.398943330309742,Hawikish
미/NNG;금리/NNG;하락/NNG,8.0,7.0,15.0,9.0,8.0,0.7344452484126146,Dovish
경제/NNG;낮/VA;성장/NNG,8.0,7.0,15.0,9.0,8.0,0.7344452484126146,Dovish
발행한도/NNG,65.0,18.0,83.0,66.0,19.0,2.2677607670284234,Hawikish
출현/NNG,26.0,10.0,36.0,27.0,11.0,1.6024259965366134,Hawikish
양측/NNG,12.0,14.0,26.0,13.0,15.0,0.5657948580363846,Dovish
단숨에/MAG,13.0,2.0,15.0,14.0,3.0,3.046587697118994,Hawikish
신용스프레드/NNG;축소/NNG,46.0,49.0,95.0,47.0,50.0,0.6136698075625401,Dovish
압승/NNG,16.0,3.0,19.0,17.0,4.0,2.774570938447655,Hawikish
따라잡/VV,18.0,5.0,23.0,19.0,6.0,2.067327365902174,Hawikish
스타트업/NNG,42.0,11.0,53.0,43.0,12.0,2.339344124573513,Hawikish
시시시/NNG,14.0,14.0,28.0,15.0,15.0,0.652840220811213,Dovish
사료/NNG,20.0,27.0,47.0,21.0,28.0,0.4896301656084097,Dovish
이익/NNG;감소/NNG,13.0,3.0,16.0,14.0,4.0,2.2849407728392457,Hawikish
끼친/VV,7.0,10.0,17.0,8.0,11.0,0.4747928878627003,Dovish
신용스프레드/NNG;약세/NNG,38.0,17.0,55.0,39.0,18.0,1.4144871450909615,Hawikish
기후변화/NNG,74.0,33.0,107.0,75.0,34.0,1.4400887223776757,Hawikish
국제화/NNG,12.0,16.0,28.0,13.0,17.0,0.4992307570909276,Dovish
크로나/NNG,14.0,12.0,26.0,15.0,13.0,0.7532771778590919,Dovish
생활비/NNG,12.0,11.0,23.0,13.0,12.0,0.7072435725454808,Dovish
레포/NNG,94.0,87.0,181.0,95.0,88.0,0.7047706929211958,Dovish
부채/NNG;감소/NNG,11.0,5.0,16.0,12.0,6.0,1.3056804416224257,Hawikish
일부분/NNG,10.0,10.0,20.0,11.0,11.0,0.652840220811213,Dovish
물가/NNG;오름/NNG;확대/NNG,15.0,6.0,21.0,16.0,7.0,1.4922062189970582,Hawikish
안갯속/NNG,14.0,4.0,18.0,15.0,5.0,1.9585206624336386,Hawikish
파트너십/NNG,15.0,2.0,17.0,16.0,3.0,3.4818145109931358,Hawikish
평균값/NNG,24.0,6.0,30.0,25.0,7.0,2.331572217182903,Hawikish
전망/NNG;소폭/MAG;하회/NNG,51.0,21.0,72.0,52.0,22.0,1.543076885553776,Hawikish
국제/NNG;금융시장/NNG;불안/NNG,16.0,14.0,30.0,17.0,15.0,0.7398855835860414,Dovish
경기/NNG;하락/NNG;우려/NNG,12.0,4.0,16.0,13.0,5.0,1.6973845741091536,Hawikish
다/NNG,27.0,10.0,37.0,28.0,11.0,1.6617751075194511,Hawikish
기/VV,21.0,19.0,40.0,22.0,20.0,0.7181242428923342,Dovish
경상/NNG;수지/NNG;적자/NNG,13.0,13.0,26.0,14.0,14.0,0.652840220811213,Dovish
금전신탁/NNG,17.0,17.0,34.0,18.0,18.0,0.652840220811213,Dovish
김/NNG,17.0,0.0,17.0,18.0,1.0,11.751123974601834,Hawikish
대출비율/NNG,5.0,14.0,19.0,6.0,15.0,0.26113608832448515,Dovish
전성/NNG,39.0,42.0,81.0,40.0,43.0,0.6072932286615934,Dovish
나타난다/VV,33.0,29.0,62.0,34.0,30.0,0.7398855835860414,Dovish
투자심리/NNG;약화/NNG,8.0,11.0,19.0,9.0,12.0,0.48963016560840966,Dovish
환경/NNG;긴축/NNG,29.0,13.0,42.0,30.0,14.0,1.398943330309742,Hawikish
물가안정목표제/NNG,26.0,27.0,53.0,27.0,28.0,0.6295244986393839,Dovish
경제/NNG;지표/NNG;개선/NNG,17.0,15.0,32.0,18.0,16.0,0.7344452484126146,Dovish
종금/MAG,13.0,16.0,29.0,14.0,17.0,0.537633123020999,Dovish
불이행/NNG,18.0,3.0,21.0,19.0,4.0,3.1009910488532615,Hawikish
산하/NNG,18.0,17.0,35.0,19.0,18.0,0.6891091219673915,Dovish
위험/NNG;축소/NNG,26.0,9.0,35.0,27.0,10.0,1.7626685961902748,Hawikish
완공/NNG,16.0,7.0,23.0,17.0,8.0,1.3872854692238274,Hawikish
고문/NNG,20.0,6.0,26.0,21.0,7.0,1.9585206624336389,Hawikish
반등/NNG,72.0,30.0,102.0,73.0,31.0,1.5373334232005982,Hawikish
英/NNG,29.0,10.0,39.0,30.0,11.0,1.780473329485126,Hawikish
실적발표/NNG,137.0,58.0,195.0,138.0,59.0,1.5269822113889384,Hawikish
가격/NNG;둔화/NNG,11.0,5.0,16.0,12.0,6.0,1.3056804416224257,Hawikish
만기보유/NNG,11.0,18.0,29.0,12.0,19.0,0.41232013945971335,Dovish
한시적/VAX,60.0,54.0,114.0,61.0,55.0,0.7240591539906179,Dovish
선별적/VAX,38.0,46.0,84.0,39.0,47.0,0.541718481098666,Dovish
궁극적/VAX,47.0,54.0,101.0,48.0,55.0,0.5697514654352404,Dovish
각종/NNG,121.0,107.0,228.0,122.0,108.0,0.7374676568422961,Dovish
주택수/NNG,14.0,5.0,19.0,15.0,6.0,1.6321005520280323,Hawikish
인상/NNG;인하/NNG,49.0,23.0,72.0,50.0,24.0,1.3600837933566936,Hawikish
자금조달계획/NNG,11.0,10.0,21.0,12.0,11.0,0.7121893317940504,Dovish
아메리칸/NNG,9.0,10.0,19.0,10.0,11.0,0.5934911098283754,Dovish
역송금/NNG,16.0,6.0,22.0,17.0,7.0,1.5854691076843743,Hawikish
울/VV,32.0,33.0,65.0,33.0,34.0,0.6336390378461773,Dovish
성장/NNG;하락/NNG,10.0,9.0,19.0,11.0,10.0,0.7181242428923342,Dovish
가격/NNG;압력/NNG,19.0,7.0,26.0,20.0,8.0,1.6321005520280323,Hawikish
예상/NNG;확대/NNG,17.0,6.0,23.0,18.0,7.0,1.6787319963716905,Hawikish
발사/NNG,30.0,8.0,38.0,31.0,9.0,2.248671871683067,Hawikish
공급/NNG;부담/NNG;완화/NNG,10.0,12.0,22.0,11.0,13.0,0.552403263763334,Dovish
달래/VV,11.0,4.0,15.0,12.0,5.0,1.5668165299469108,Hawikish
fed/NNG;경기/NNG;침체/NNG,14.0,2.0,16.0,15.0,3.0,3.2642011040560646,Hawikish
뒤흔들/VV,11.0,4.0,15.0,12.0,5.0,1.5668165299469108,Hawikish
움/NNG,31.0,27.0,58.0,32.0,28.0,0.7461031094985291,Dovish
금리/NNG;소폭/MAG;상승/NNG,24.0,27.0,51.0,25.0,28.0,0.5828930542957258,Dovish
마진/NNG,111.0,48.0,159.0,112.0,49.0,1.4922062189970582,Hawikish
운용자산/NNG,17.0,19.0,36.0,18.0,20.0,0.5875561987300916,Dovish
모하메드/NNG,13.0,3.0,16.0,14.0,4.0,2.2849407728392457,Hawikish
볼드/NNG,16.0,25.0,41.0,17.0,26.0,0.4268570674534854,Dovish
채권금액/NNG,6.0,18.0,24.0,7.0,19.0,0.2405200813514995,Dovish
느/NNG,34.0,31.0,65.0,35.0,32.0,0.7140439915122642,Dovish
경기/NNG;상승/NNG,64.0,29.0,93.0,65.0,30.0,1.4144871450909613,Hawikish
금융안정/NNG;위험/NNG;확대/NNG,8.0,8.0,16.0,9.0,9.0,0.652840220811213,Dovish
자격/NNG,19.0,20.0,39.0,20.0,21.0,0.6217525912487741,Dovish
청정에너지/NNG,11.0,5.0,16.0,12.0,6.0,1.3056804416224257,Hawikish
무상/NNG,18.0,32.0,50.0,19.0,33.0,0.3758777028913044,Dovish
긴축/NNG;강도/NNG;강화/NNG,13.0,4.0,17.0,14.0,5.0,1.827952618271396,Hawikish
의해서/VV,13.0,16.0,29.0,14.0,17.0,0.537633123020999,Dovish
맞이/NNG,31.0,31.0,62.0,32.0,32.0,0.652840220811213,Dovish
소속/NNG,29.0,26.0,55.0,30.0,27.0,0.7253780231235699,Dovish
분할상환/NNG,16.0,15.0,31.0,17.0,16.0,0.6936427346119137,Dovish
신용협동기구/NNG,4.0,12.0,16.0,5.0,13.0,0.2510923926196973,Dovish
역기/NNG,22.0,2.0,24.0,23.0,3.0,5.005108359552633,Hawikish
금리/NNG;인상/NNG;가속/NNG,15.0,3.0,18.0,16.0,4.0,2.611360883244852,Hawikish
복지/NNG,78.0,32.0,110.0,79.0,33.0,1.5628599225480553,Hawikish
프랑스국채/NNG,27.0,11.0,38.0,28.0,12.0,1.523293848559497,Hawikish
참조/NNG,27.0,40.0,67.0,28.0,41.0,0.4458421020174137,Dovish
임금/NNG;상승/NNG;압력/NNG,38.0,16.0,54.0,39.0,17.0,1.4976922712727827,Hawikish
관망세/NNG,63.0,58.0,121.0,64.0,59.0,0.7081656632528411,Dovish
온도차/NNG,19.0,20.0,39.0,20.0,21.0,0.6217525912487741,Dovish
전망/NNG;금리/NNG;상승/NNG,13.0,4.0,17.0,14.0,5.0,1.827952618271396,Hawikish
종료/NNG;금리/NNG;인하/NNG,13.0,2.0,15.0,14.0,3.0,3.046587697118994,Hawikish
단서/NNG,4.0,13.0,17.0,5.0,14.0,0.23315722171829031,Dovish
재정/NNG;악화/NNG,11.0,14.0,25.0,12.0,15.0,0.5222721766489703,Dovish
위험/NNG;가계/NNG;부채/NNG;증가/NNG,17.0,7.0,24.0,18.0,8.0,1.4688904968252292,Hawikish
환류/NNG,3.0,14.0,17.0,4.0,15.0,0.1740907255496568,Dovish
도시개발공사/NNG,9.0,12.0,21.0,10.0,13.0,0.5021847852393946,Dovish
역부족/NNG,46.0,15.0,61.0,47.0,16.0,1.917718148632938,Hawikish
신장/NNG;확대/NNG,16.0,3.0,19.0,17.0,4.0,2.774570938447655,Hawikish
경기/NNG;확장/NNG,30.0,12.0,42.0,31.0,13.0,1.556772834242123,Hawikish
깜짝/MAG,84.0,41.0,125.0,85.0,42.0,1.3212242564036452,Hawikish
금융경제/NNG,56.0,82.0,138.0,57.0,83.0,0.4483360552558932,Dovish
기한/NNG,63.0,30.0,93.0,64.0,31.0,1.34779916554573,Hawikish
컵/NNG,13.0,2.0,15.0,14.0,3.0,3.046587697118994,Hawikish
사용자/NNG,14.0,6.0,20.0,15.0,7.0,1.398943330309742,Hawikish
기울여/VV,11.0,10.0,21.0,12.0,11.0,0.7121893317940504,Dovish
열린다/VV,13.0,12.0,25.0,14.0,13.0,0.7030586993351524,Dovish
부모/NNG,11.0,12.0,23.0,12.0,13.0,0.6026217422872734,Dovish
파격적/VAX,5.0,13.0,18.0,6.0,14.0,0.27978866606194835,Dovish
대사/NNG,4.0,11.0,15.0,5.0,12.0,0.2720167586713387,Dovish
똑같/VA,11.0,4.0,15.0,12.0,5.0,1.5668165299469108,Hawikish
원가/NNG;상승/NNG,30.0,9.0,39.0,31.0,10.0,2.0238046845147597,Hawikish
比/NNG,20.0,4.0,24.0,21.0,5.0,2.7419289274070944,Hawikish
조세/NNG,18.0,27.0,45.0,19.0,28.0,0.44299872126475165,Dovish
영업현금흐름/NNG,32.0,29.0,61.0,33.0,30.0,0.7181242428923342,Dovish
수출/NNG;모멘텀/NNG,9.0,8.0,17.0,10.0,9.0,0.7253780231235699,Dovish
상하위/NNG,18.0,28.0,46.0,19.0,29.0,0.42772290329010504,Dovish
전쟁/NNG,270.0,101.0,371.0,271.0,102.0,1.7345068611748893,Hawikish
처해/VV,21.0,18.0,39.0,22.0,19.0,0.7559202556761413,Dovish
근간/NNG,15.0,3.0,18.0,16.0,4.0,2.611360883244852,Hawikish
예컨대/MAG,25.0,30.0,55.0,26.0,31.0,0.5475434110029529,Dovish
소폭/MAG;상승/NNG;그치/VV,13.0,6.0,19.0,14.0,7.0,1.305680441622426,Hawikish
전략비축유/NNG,14.0,3.0,17.0,15.0,4.0,2.4481508280420488,Hawikish
질병/NNG,14.0,14.0,28.0,15.0,15.0,0.652840220811213,Dovish
치중/NNG,16.0,24.0,40.0,17.0,25.0,0.44393135015162477,Dovish
시공사/NNG,45.0,20.0,65.0,46.0,21.0,1.4300309598721808,Hawikish
될까/VV,17.0,8.0,25.0,18.0,9.0,1.305680441622426,Hawikish
맞물릴/VV,18.0,8.0,26.0,19.0,9.0,1.378218243934783,Hawikish
반사이익/NNG,13.0,12.0,25.0,14.0,13.0,0.7030586993351524,Dovish
단기/NNG;금리/NNG;급등/NNG,4.0,11.0,15.0,5.0,12.0,0.2720167586713387,Dovish
고점/NNG;저점/NNG,18.0,5.0,23.0,19.0,6.0,2.067327365902174,Hawikish
불확실성/NNG;크/VV,28.0,24.0,52.0,29.0,25.0,0.757294656141007,Dovish
통화정책방향결정회의/NNG,88.0,34.0,122.0,89.0,35.0,1.6600794186342274,Hawikish
신/NNG,155.0,135.0,290.0,156.0,136.0,0.7488461356363914,Dovish
소셜/NNG,14.0,4.0,18.0,15.0,5.0,1.9585206624336386,Hawikish
미약/NNG,64.0,75.0,139.0,65.0,76.0,0.5583501888516952,Dovish
선순위채권/NNG,9.0,8.0,17.0,10.0,9.0,0.7253780231235699,Dovish
상관없이/MAG,13.0,16.0,29.0,14.0,17.0,0.537633123020999,Dovish
은의/NNG,16.0,3.0,19.0,17.0,4.0,2.774570938447655,Hawikish
인과관계/NNG,12.0,16.0,28.0,13.0,17.0,0.4992307570909276,Dovish
전월세/NNG,18.0,20.0,38.0,19.0,21.0,0.5906649616863354,Dovish
aa-등급/NNG,29.0,48.0,77.0,30.0,49.0,0.399698094374212,Dovish
상징/NNG,14.0,18.0,32.0,15.0,19.0,0.5154001743246418,Dovish
최/NNG,13.0,5.0,18.0,14.0,6.0,1.523293848559497,Hawikish
개진/NNG,86.0,77.0,163.0,87.0,78.0,0.728167938597122,Dovish
밀접히/MAG,5.0,10.0,15.0,6.0,11.0,0.3560946658970252,Dovish
尹/NNG,15.0,22.0,37.0,16.0,23.0,0.4541497188251916,Dovish
부합/NNG,478.0,220.0,698.0,479.0,221.0,1.4149794831157059,Hawikish
보관/NNG,13.0,13.0,26.0,14.0,14.0,0.652840220811213,Dovish
저울질/NNG,13.0,5.0,18.0,14.0,6.0,1.523293848559497,Hawikish
양회/NNG,5.0,14.0,19.0,6.0,15.0,0.26113608832448515,Dovish
금리/NNG;인하/NNG;기대/NNG;높/VA,8.0,9.0,17.0,9.0,10.0,0.5875561987300916,Dovish
대주/NNG,13.0,4.0,17.0,14.0,5.0,1.827952618271396,Hawikish
계절성/NNG,44.0,20.0,64.0,45.0,21.0,1.3989433303097418,Hawikish
현/NNG,35.0,37.0,72.0,36.0,38.0,0.61848020918957,Dovish
장기물/NNG;금리/NNG;상승/NNG,24.0,11.0,35.0,25.0,12.0,1.3600837933566936,Hawikish
인플레이션/NNG;상방/NNG;위험/NNG,21.0,6.0,27.0,22.0,7.0,2.051783551120955,Hawikish
스민/VV,16.0,6.0,22.0,17.0,7.0,1.5854691076843743,Hawikish
지닌다/VV,15.0,1.0,16.0,16.0,2.0,5.222721766489704,Hawikish
실적/NNG;둔화/NNG,14.0,17.0,31.0,15.0,18.0,0.5440335173426775,Dovish
흔히/MAG,15.0,6.0,21.0,16.0,7.0,1.4922062189970582,Hawikish
과감/NNG,32.0,50.0,82.0,33.0,51.0,0.4224260252307848,Dovish
터널/NNG,17.0,6.0,23.0,18.0,7.0,1.6787319963716905,Hawikish
이어서/MAG,7.0,8.0,15.0,8.0,9.0,0.580302418498856,Dovish
연합회/NNG,9.0,13.0,22.0,10.0,14.0,0.46631444343658063,Dovish
계약수/NNG,66.0,65.0,131.0,67.0,66.0,0.6627317393083526,Dovish
일드/NNG,22.0,26.0,48.0,23.0,27.0,0.5561231510614036,Dovish
민간/NNG;신용/NNG;증가/NNG;둔화/NNG,8.0,9.0,17.0,9.0,10.0,0.5875561987300916,Dovish
이자수익/NNG,44.0,50.0,94.0,45.0,51.0,0.5760354889510703,Dovish
유기/NNG,11.0,4.0,15.0,12.0,5.0,1.5668165299469108,Hawikish
